843	55947	3
843	81199	4
843	32934	4
843	62952	5
843	59291	4
843	55684	3
843	55023	4
843	24035	4
843	39462	3
843	2179	3
843	1079	5
843	22627	5
843	94246	4
843	84991	4
843	84169	4
843	69140	4
843	31342	3
843	60529	4
843	59865	2
843	67232	5
843	14347	5
843	91698	3
843	81823	3
843	18122	1
843	90832	5
843	35769	4
843	77775	4
843	1611	4
843	47039	4
843	82176	4
843	65851	4
843	56622	4
843	33318	4
843	13809	4
843	12456	3
843	93259	4
843	83284	4
843	91986	5
843	93198	5
843	90820	4
843	10560	4
843	43392	4
843	45029	5
843	76456	5
843	45871	5
843	59103	4
843	32242	4
843	59965	4
843	60351	2
843	59681	3
843	60657	3
843	36480	3
843	55297	3
843	56281	3
843	74837	4
843	55020	4
843	54976	4
843	5792	4
843	58758	3
843	1543	3
843	44205	3
843	38545	2
843	56062	3
843	72145	4
843	77417	3
843	773	4
843	37427	4
843	30728	4
843	57862	3
843	11402	4
843	66669	5
843	22693	5
843	59435	4
843	93100	4
843	3782	4
843	81812	4
843	89048	4
843	3203	4
843	73713	4
843	73174	4
843	47507	1
843	58256	4
843	10615	3
843	43104	5
843	4976	4
843	50248	3
843	28685	5
843	19420	5
843	22082	5
843	22062	5
843	45314	4
843	27427	4
843	6052	4
843	38012	4
843	37611	4
843	78355	4
843	12187	4
843	240	4
843	3852	3
843	3895	3
843	22104	4
843	61505	3
843	26366	4
843	27090	4
843	75243	5
843	29472	5
843	79951	4
843	4909	4
843	41950	4
843	95129	4
843	83133	4
843	92297	4
843	45292	5
843	70985	4
843	69992	3
843	2268	5
843	84718	5
843	41838	4
843	55752	3
843	87041	4
843	78317	4
843	58744	5
843	54513	4
843	7655	4
843	35905	5
843	54931	4
843	52219	3
843	83997	5
843	80891	4
843	73481	3
843	95014	3
843	79624	3
843	58948	5
843	13956	3
843	21321	4
843	40930	5
843	76364	5
843	7455	5
843	29820	4
843	93534	4
843	41276	3
843	44121	4
843	38392	3
843	16469	5
843	47546	3
843	73390	5
843	53440	4
843	53913	4
843	27261	5
843	51753	3
843	57052	4
843	72461	3
843	2066	5
843	7970	4
843	2723	4
843	48006	4
843	5702	5
843	44948	4
843	14619	3
843	7433	3
843	58955	3
843	91327	4
843	5137	5
843	47749	5
843	5097	4
843	75531	4
843	90677	4
843	95408	5
843	86800	4
843	57695	5
843	59123	3
843	55058	4
843	93281	4
843	23912	4
843	74316	4
843	42819	3
843	28651	4
843	48138	3
843	44415	5
843	4815	5
843	37373	5
843	43797	5
843	3232	4
843	69251	4
843	33285	5
843	2440	4
843	85705	4
843	64483	5
843	44809	4
843	60622	1
843	53378	4
843	44807	5
843	8073	5
843	381	3
843	47735	4
843	54115	5
843	11076	4
843	85190	5
843	57418	5
843	70972	5
843	83269	5
843	38409	4
843	5623	5
843	515	5
843	73426	5
843	10259	5
843	9102	5
843	70976	4
843	14591	4
843	13044	5
843	47553	4
843	86768	5
843	44490	5
843	23809	4
843	58308	4
843	32704	4
843	23812	5
843	77295	4
843	85211	5
843	49748	3
843	92744	4
843	10480	4
843	21296	4
843	16755	5
843	33096	5
843	92948	4
843	83462	5
843	79280	5
843	43489	4
843	35392	3
843	29296	3
843	6834	4
843	1382	3
843	43120	4
843	90639	5
843	88510	5
843	53759	4
843	34984	4
843	27388	3
843	37154	4
843	87923	4
843	87341	5
843	66552	5
843	87101	5
843	40750	5
843	50632	4
843	7400	4
843	70305	3
843	67303	3
843	67300	3
843	75003	3
843	34093	5
843	49341	5
843	85738	5
843	88353	4
843	43620	5
843	79353	3
843	75535	4
843	72250	3
843	72922	4
843	71718	4
843	23282	4
843	74397	5
843	47064	3
843	80423	5
843	4895	5
843	80165	3
843	25084	4
843	27923	3
843	49438	3
843	6911	3
843	39065	4
843	43969	5
843	76860	4
843	48027	4
843	3587	3
843	36444	3
843	30950	3
843	39278	3
843	48900	3
843	35668	5
843	41342	3
843	40093	5
843	86349	3
843	6170	4
2154	53322	1
2154	60334	5
2154	56220	5
2154	56070	4
2154	51777	4
2154	39194	3
2154	27483	3
2154	8087	5
2154	85353	4
2154	85769	3
2154	87424	5
2055	68432	5
2055	59168	4
2055	21455	5
2055	18453	4
2349	65844	4
2349	46440	4
2349	74759	4
607	40646	3
607	11530	5
607	24650	5
607	86467	3
607	75028	4
2487	63307	4
2487	25181	5
2487	12231	4
2487	55889	1
2487	79635	4
2487	69454	5
2487	95468	1
2487	38005	3
2487	51805	5
2487	40244	1
2487	44391	4
2487	43222	4
2487	27195	4
2487	36627	5
2487	66365	4
2487	46140	1
2487	38719	4
2487	29733	4
2487	95546	4
2487	45993	4
2487	7453	4
2487	75983	3
2487	91374	4
2487	68266	4
2487	26771	4
2487	11490	2
2487	13044	4
2487	9049	4
2487	68340	4
2487	71468	5
2487	14874	3
2487	64327	5
2487	92109	5
2487	93361	4
2487	89600	5
2487	81068	4
97	78317	5
97	56629	5
97	69126	5
2504	81545	3
2504	41159	4
2504	42695	4
2504	48375	4
2504	60123	2
2504	48557	3
2504	58926	4
2504	40093	2
2504	86178	4
2504	53322	1
2504	87376	1
2504	24877	4
2504	25610	2
2504	38440	5
2504	18314	3
2504	8677	2
2504	40362	2
2504	49046	4
2504	17751	3
2504	2509	4
2504	803	4
2504	13846	5
2504	9724	4
2504	17440	4
2504	2053	2
2504	68327	3
2504	2495	4
2504	13840	5
2504	86467	5
2504	2052	1
2504	83212	1
2074	46684	2
2074	35335	5
2074	41192	2
2074	76858	5
2074	11619	2
2074	79129	4
2074	93944	4
2074	38867	2
2074	25177	4
2074	9190	5
2074	8330	5
2074	13128	4
2074	94145	4
2074	86672	4
2074	88289	4
2074	74647	5
2074	84608	4
2074	72000	5
2074	25566	5
2074	30825	5
2074	30824	5
2074	30808	5
2074	16908	5
2074	25465	5
2074	70452	5
2074	11340	4
2074	71237	4
2074	18421	4
2074	78979	4
2074	77513	4
2074	84773	2
2074	29867	3
2074	29856	3
2074	33028	2
2074	35996	3
2074	84351	3
2074	82147	5
2074	71535	4
2074	71122	2
2074	71121	3
2074	69803	1
2074	15435	3
2074	79952	3
2074	406	4
