1	1630	4
1	1181	4
1	6061	5
1	3111	5
2	4437	5
2	4866	5
2	4695	4
2	3005	4
2	2530	5
2	5274	5
2	5431	5
2	5127	5
2	6619	5
2	6491	2
2	2712	2
2	5294	4
2	5413	3
3	3994	5
3	358	4
3	2492	3
5	1161	4
5	2686	4
5	1918	5
5	309	5
5	1370	5
5	5356	5
5	1812	5
5	5040	5
5	64	5
5	1741	5
5	3168	3
5	1319	5
5	1809	5
5	5375	4
5	4997	5
5	2146	4
5	5880	5
5	6687	4
5	5983	2
5	5831	5
5	1266	3
5	1022	5
5	2255	5
6	4558	3
8	1708	4
8	3160	5
8	794	4
8	5752	5
8	6259	4
8	3118	4
8	3105	2
8	3109	3
8	5634	4
8	4019	4
8	4235	5
8	3208	5
8	2099	4
8	4297	4
8	1119	3
8	6697	3
8	6118	2
8	3533	5
8	5271	5
8	2626	4
8	3473	3
8	2932	3
8	2402	1
8	2312	4
8	514	5
8	3761	3
8	1595	4
8	2942	4
8	6127	4
8	5506	2
8	186	3
8	2690	5
8	5571	3
8	755	3
8	2255	5
8	4822	3
8	2685	4
8	803	4
8	2161	5
8	5373	5
8	155	5
8	2236	4
8	5141	4
8	6750	3
8	2762	4
8	1988	5
8	4769	5
8	2521	5
8	3289	4
9	1840	4
9	5747	4
9	2071	4
9	3796	4
9	5148	4
9	5184	4
9	5477	4
9	2147	4
9	6062	4
9	3895	3
9	4171	3
9	2819	3
9	5577	3
9	5326	3
9	600	3
9	4191	4
9	4073	4
9	6507	4
9	4890	3
9	829	4
9	3318	3
9	3344	4
9	3632	3
9	2184	4
9	3972	4
9	5047	3
9	4041	4
9	5590	3
9	4042	4
9	1018	3
9	6422	3
9	6087	3
9	3411	4
9	3675	3
9	3811	4
9	6672	3
9	6084	3
9	5691	3
9	5571	3
9	4032	4
9	2138	2
9	5887	4
9	2659	4
9	513	4
9	5300	4
9	6313	3
9	3622	4
9	5118	4
9	3383	4
9	653	4
9	6735	4
9	6513	4
9	132	4
9	537	4
9	214	4
9	4000	3
9	5370	3
9	5757	4
9	2770	3
9	4063	4
9	2626	4
9	1801	3
9	2860	3
9	2735	3
9	6339	4
9	4987	4
9	3707	3
9	4696	4
9	1892	4
9	3179	3
9	5979	4
9	6648	3
9	5788	3
9	5061	4
9	618	4
9	28	4
9	855	3
9	1697	4
9	5598	4
9	3012	4
9	2258	4
9	5294	4
10	740	4
10	4024	5
10	3154	4
10	4112	2
10	6330	5
10	1119	3
10	1079	3
10	4509	4
10	4225	4
10	5741	3
10	2258	4
10	1839	4
10	5757	4
10	840	5
10	3344	3
10	5156	4
10	3583	4
10	5820	5
10	2150	3
10	5464	1
10	1355	5
10	3447	2
11	3174	2
11	4781	5
11	372	5
11	1230	5
11	978	4
11	2511	5
11	6368	5
11	1261	5
11	535	5
11	6295	4
11	352	5
11	951	5
11	6171	4
11	5911	4
11	4713	2
11	5136	5
11	4625	4
11	5372	5
11	1627	5
13	3623	4
13	1040	4
13	3081	5
14	5584	3
14	3750	3
14	3289	3
14	851	5
16	1132	4
16	4673	5
16	744	3
16	3383	5
16	5136	3
16	4695	5
16	6061	3
16	3005	5
17	3669	3
17	3765	3
17	3073	4
17	4188	4
17	4299	5
17	3511	4
17	323	5
17	32	5
17	4317	3
17	108	3
17	491	4
17	2317	4
17	542	5
17	5034	5
17	3639	3
17	3705	3
17	4211	4
17	4866	4
17	5788	3
17	3	3
17	4001	5
17	1570	5
17	1569	5
17	4572	4
17	2161	4
17	1809	5
17	3853	5
17	2889	4
17	2927	4
17	5099	5
17	3348	5
17	3349	3
17	5731	5
17	6762	3
17	5649	3
17	6510	3
17	2811	3
17	3035	3
17	992	4
17	5209	1
17	4977	5
17	4791	2
17	5908	4
17	4976	3
17	5858	4
17	5641	2
17	6488	5
17	749	4
17	5489	3
17	5366	2
17	5125	5
17	5413	3
17	5445	5
17	518	5
17	1092	3
17	5107	3
17	750	4
17	2928	2
17	2418	2
17	6089	2
17	4743	3
17	2808	4
17	2950	3
17	5108	3
17	2345	3
17	619	3
19	2874	5
19	4528	4
19	6357	4
19	4767	4
19	217	2
19	5258	2
19	5993	4
19	3527	5
19	5955	4
19	3459	4
19	2807	2
19	4804	4
19	5676	3
19	3583	4
19	1063	2
19	5221	4
19	3327	4
19	2811	4
19	914	4
19	2364	4
19	2369	4
19	5842	5
19	6758	4
19	6360	3
19	2320	4
19	2342	4
19	2113	1
19	6775	4
19	4589	5
19	5726	3
19	810	3
19	978	3
19	374	5
19	4723	3
19	1757	4
19	3289	4
19	6079	4
19	977	4
19	653	4
19	5413	3
19	151	3
19	812	5
19	1051	5
19	988	5
19	856	4
19	4913	5
19	6218	2
19	6547	4
19	6061	5
19	877	4
19	4695	4
19	1356	3
19	4743	2
20	4518	4
20	4278	4
20	4368	2
20	4237	3
20	3289	3
24	2950	4
24	2466	5
24	4027	4
24	4014	4
24	4427	4
24	4187	4
25	2613	4
25	2178	5
25	657	5
25	472	5
25	4116	5
25	779	5
25	4284	4
25	494	5
25	407	5
25	6755	5
25	3289	4
25	518	5
25	2694	3
25	155	5
25	1348	5
25	222	5
26	3715	3
26	3554	5
26	4137	3
26	4387	3
26	3131	4
26	4324	4
26	4339	3
26	3415	5
26	4235	4
26	3661	5
26	4289	5
26	2771	5
26	4246	4
26	4282	4
26	4072	4
26	4247	5
26	4228	4
26	4167	5
26	3803	5
26	274	5
26	4087	5
30	4014	4
30	4474	4
30	4436	4
30	4334	5
32	6003	4
32	2173	3
32	2054	3
32	3346	3
32	3616	3
32	3526	4
32	3460	4
32	3332	4
32	3583	4
33	4306	3
33	4284	4
33	4043	4
33	4001	4
33	751	4
33	3853	5
33	1565	4
33	3583	3
33	4771	4
33	2225	3
33	5554	3
33	1095	4
33	6528	2
34	2074	5
34	6113	4
34	218	4
34	2123	5
34	2071	4
34	5370	5
34	2063	5
34	6552	5
34	579	4
34	6039	4
34	6128	5
34	6157	4
34	6044	3
34	5940	4
34	6724	5
34	869	4
34	6192	3
34	5598	5
34	5122	4
34	6507	4
34	5335	3
34	5017	4
34	5889	4
34	569	5
34	5650	4
34	6523	4
34	5998	5
34	5220	4
34	5342	5
34	5875	4
34	6539	5
34	6712	4
34	6682	5
34	284	4
34	6696	3
34	6162	4
34	5027	4
34	6345	5
34	5026	4
34	4943	5
34	1947	4
34	2417	4
34	6342	4
34	6217	3
34	6193	5
34	6272	4
34	6540	4
34	4759	2
34	2682	4
34	2609	5
34	6348	4
34	1511	4
34	5514	5
34	5432	5
34	5843	4
34	6381	5
34	5394	4
34	5609	5
34	5120	5
34	5467	5
34	927	5
34	5431	5
34	5781	4
34	5957	4
34	6066	4
34	6069	4
34	6067	4
34	6068	4
34	4937	5
34	856	4
34	5088	4
34	6408	4
34	6429	3
34	5568	4
34	6102	5
34	1186	5
34	1445	2
34	95	2
34	12	4
34	1269	3
34	1556	3
34	1551	5
34	1257	5
34	240	5
34	1191	5
34	4492	4
34	4494	5
34	3660	3
34	3636	3
34	3984	4
34	3518	4
34	6734	4
34	3835	4
34	4049	2
34	3909	4
34	3796	4
34	3738	4
34	2202	3
34	2236	4
34	3847	3
34	465	4
34	2987	4
34	4287	4
34	4140	4
34	4322	4
34	5573	4
34	3182	3
34	4161	4
34	3529	4
34	4040	4
34	3504	4
34	3845	4
34	3729	4
34	6000	2
34	926	3
34	3723	3
34	911	4
34	2250	4
34	2220	4
34	2964	4
34	3507	4
34	6740	2
34	6521	3
34	2141	4
34	2590	4
34	3112	5
34	2821	3
34	5685	4
